id,vote_average,vote_count,title,genre_id,overview,popularity,original_language,release_date,production_companies_id,homepage,imdb_id,revenue,tagline
452557,6.6,84,Wolf Warrior 2,"[10752, 28, 18]","China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.",8.466000000000001,zh,2017-07-27,"[95816, 95817, 76394, 95818, 95819]",,tt7131870,870322670,
283995,7.6,14800,Guardians of the Galaxy Vol. 2,"[28, 12, 35, 878]",The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,38.806,en,2017-04-19,[420],http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,tt3896198,863756051,Obviously.
150540,7.9,14840,Inside Out,"[18, 35, 16, 10751]","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",51.693999999999996,en,2015-06-09,"[3, 2]",http://movies.disney.com/inside-out,tt2096673,857611174,Meet the little voices inside your head.
335983,6.7,8741,Venom,"[878, 28]","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",51.769,en,2018-09-28,"[31828, 53462, 84041, 7505, 81620]",http://www.venom.movie/site/,tt1270797,855013954,The world has enough Superheroes.
284053,7.6,13832,Thor: Ragnarok,"[28, 12, 35, 14]","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",50.602,en,2017-10-25,"[420, 2]",https://marvel.com/movies/movie/222/thor_ragnarok,tt3501632,853977126,No Hammer. No Problem.
101299,7.4,12639,The Hunger Games: Catching Fire,"[12, 28, 878]","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",29.663,en,2013-11-15,"[1632, 5420]",http://www.thehungergames.movie/,tt1951264,847423452,Every revolution begins with a spark.
8373,6.1,5735,Transformers: Revenge of the Fallen,"[878, 28, 12]","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",6.4910000000000005,en,2009-06-19,"[22826, 4, 435, 7]",,tt1055369,836303693,Revenge is coming.
50620,6.4,6115,The Twilight Saga: Breaking Dawn - Part 2,"[12, 14, 18, 10749]","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",27.098000000000003,en,2012-11-13,"[5219, 491, 12292]",,tt1673434,829000000,The epic finale that will live forever.
27205,8.3,25806,Inception,"[28, 878, 12]","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",68.009,en,2010-07-15,"[923, 9996, 174]",http://inceptionmovie.warnerbros.com/,tt1375666,825532764,Your mind is the scene of the crime.
297762,7.3,14590,Wonder Woman,"[28, 12, 14]",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,47.306000000000004,en,2017-05-30,"[444, 507, 9993, 9995, 81620, 83838, 174, 429, 128064]",http://www.warnerbros.com/wonder-woman,tt0451279,821847012,Power. Grace. Wisdom. Wonder.
557,7.1,11767,Spider-Man,"[14, 28]","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers to become the Amazing superhero known as Spider-Man.",33.126,en,2002-05-01,"[19551, 5, 34]",http://www.sonypictures.com/movies/spider-man/,tt0145487,821708551,Go for the Ultimate Spin.
602,6.8,6370,Independence Day,"[28, 12, 878]","On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",22.315,en,1996-06-25,"[347, 25]",,tt0116629,817400891,Earth. Take a good look. It might be your last.
259316,7.4,13951,Fantastic Beasts and Where to Find Them,"[12, 10751, 14]","In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",46.746,en,2016-11-16,"[437, 174]",http://www.fantasticbeasts.com/,tt3183660,809342332,From J.K. Rowling's wizarding world.
354912,8.2,11279,Coco,"[16, 10751, 35, 12, 14]","Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",42.516000000000005,en,2017-10-27,"[3, 2]",https://www.pixar.com/feature-films/coco,tt2380307,800526015,The celebration of a lifetime
