id,vote_average,vote_count,title,genre_id,overview,popularity,original_language,release_date,production_companies_id,homepage,imdb_id,revenue,tagline,similar_movie_id
417841,0.0,0,The Happy Accident,[99],"Embarks on a journey that traces the life and work of Antonio Martorell, a prolific plastic and multi-disciplinary artist in Puerto Rico. This film is a dance between the director (Paloma Suau) and the portraitist while portraying each other. More than a documentary, this film is an experiment of a director trying to reconnect with her creative voice.",0.84,es,2020-02-13,[],http://accidentefeliz.com,,0,"Antonio Martorell and his friends, a dance that never ends...","[273153, 297762, 540, 515042, 576017, 613709, 445651, 20497, 9837, 38843, 76122, 140300, 598, 9762, 76757, 175112, 536743, 299537, 8966, 466282, 49444, 382748, 427900, 95610, 80271, 638507, 8656, 437557, 370663, 296096, 487680, 346672, 12162, 460793, 62177, 391713, 23398, 588001, 83542, 495764, 216015, 487083, 497698, 457136, 3981, 8359, 109445, 1089, 378064, 634, 75258, 126250, 10555, 458897, 133805, 9603, 512263, 11287, 257211, 3050, 506554, 9801, 808, 6557, 1359, 254470, 492611, 405774, 565310, 393519, 505600, 531428, 603, 604, 605, 97630, 407451, 205015, 11631, 87818, 505225, 10647, 1631, 107257, 425972, 6961, 326923, 153, 52371, 51828, 13056, 35690, 8923, 616584, 5123, 54054, 9820, 24548, 65229, 303858]"
418533,6.1,8,Three Christs,[18],Dr. Alan Stone breaks new ground for treatment of the mentally ill through an experiment on three paranoid schizophrenic patients who believe they are Jesus Christ.,4.59,en,2020-01-10,[],,tt5706370,0,,[]
421057,0.0,0,40 Years of Rocky: The Birth of a Classic,[99],"Sylvester Stallone and John G. Avildsen narrate behind-the-scenes footage from the making of ""Rocky"" to mark the film's 40th anniversary.",9.783,en,2020-06-09,[82328],,tt6099284,0,An unknown actor. An underrated director. The ultimate underdog film.,"[653567, 13186, 528888, 307081, 44826, 480530, 312221, 621561, 330127, 324558, 1493, 10400, 656185, 473019, 9208, 448776, 591278, 4539, 311291, 15276, 371638, 339751, 22094, 110354, 704, 11353, 57656, 76180, 11426, 14543, 191720, 75900, 373546, 37588, 351065, 15302, 37757, 390584, 84383, 263132, 10548, 20759, 458080, 340101, 36606, 600633, 8435, 279144, 282041, 27233, 510714, 352552, 299782, 589367, 8816, 462104, 513434, 16219, 279992, 430035, 27007, 414770, 93457, 649761, 368596, 28000, 11337, 12456, 134350, 65058, 301959, 50787, 651724, 321066, 67949, 319600, 324601, 485865, 32458, 545814, 43065, 211707, 15122, 42816, 56179, 239459, 160939, 378442, 355131, 631308, 602524, 490575, 453779, 472714, 293323, 436932, 41189, 53229, 40863, 440956]"
423108,0.0,0,The Conjuring: The Devil Made Me Do It,"[27, 9648, 53]","A chilling story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren. One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they’d ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",10.161,en,2020-09-10,"[12, 11565, 76907, 1957]",http://www.theconjuringmovie.net/,tt7069210,0,,"[439079, 250546, 184346, 493922, 561, 588, 259693, 396422, 9552, 620, 1487, 91586, 805, 675, 764, 227348, 10014, 13515, 335796, 361292, 622, 4011, 11976, 109414, 11586, 293670, 9378, 185341, 9003, 80280, 520901, 146301, 477033, 16235, 9473, 100241, 10779, 27770, 9678, 18196, 8839, 11804, 151933, 234212, 409297, 9064, 40064, 289416, 24920, 405882, 441701, 35120, 404584, 25103, 193612, 21506, 8973, 299551, 354216, 46315, 8766, 357786, 569723, 296065, 401410, 24924, 608994, 425931, 39891, 37938, 40168, 436549, 31703, 6917, 19592, 53950, 524789, 405932, 30137, 352372, 42114, 5237, 526295, 100493, 33016, 12724, 86689, 114542, 432364, 50173, 52702, 40060, 45714, 29098, 362434, 44690, 274899, 7011, 59051, 362439]"
423132,0.0,0,Mosquito,"[36, 10752]","Dreaming of great adventures and of standing up for his homeland, a young Portuguese man enlists in the army during World War I and is sent to the front line in Mozambique, Africa. Left behind by his platoon, he sets out on a grueling trek across the mystic Makua native land, walking for over a thousand kilometers, in search of his dream.",1.37,pt,2020-03-05,"[44106, 3061]",,tt5658540,0,,[]
424201,7.0,3,Burden,[18],"Ku Klux Klansman Mike Burden opens the Redneck Shop and KKK museum in historic Laurens, SC. He subsequently falls in love with a single mom, and, under her influence, quits the Klan and is taken in by an African American Reverend.",2.256,en,2020-02-28,[82445],,tt5314450,0,,"[10637, 458131, 487558, 1645, 1883, 414425, 6346, 618, 1632, 13681, 31618, 35009, 8961, 42683, 77765, 19698, 25066, 391995, 87790, 257279, 356022, 121271, 318576, 244910, 494104, 466171, 655124]"
425001,0.0,0,The War with Grandpa,"[35, 10751]","Upset that he has to share the room he loves with his grandfather, Peter decides to declare war in an attempt to get it back.",3.038,en,2020-01-31,[],,tt4532038,0,,[]
425651,10.0,1,La Traviata,[10402],"A collaboration between award-winning American filmmaker Sofia Coppola and Italia haute couture king Valentino comes in the form of a revival of Giuseppe Verdi's classic opera, La Traviata. Captured live from the Teatro dell'Opera di Roma.",1.401,en,2020-01-06,[128019],,tt6954298,0,,"[279, 315664, 342473, 5143, 37719, 964, 88920, 15855, 329889, 352157, 10954, 53217, 426118, 677541, 44864, 455825, 484829, 51044, 543701, 417309, 479061, 201439, 84097, 58156, 216626, 64711, 44334, 43318, 372418, 327079, 329946, 305464, 248042, 25832, 444970, 28044, 281660, 430804, 430460, 59966, 202197, 85230, 378957, 68280, 416969, 67298, 479250, 69470, 37028, 527796, 313524, 95378, 288590, 446730, 117825, 26195, 9010, 98328, 267072, 43862, 78207, 417374, 46300, 673071, 507654, 378954, 44502, 368683, 88451, 73129, 419130, 417200, 507227, 386282, 407852, 143978, 290030, 444455, 416768, 300678, 326690, 301800, 47959, 142313, 372006, 455824, 48561, 63923, 433303, 595036, 21193, 158867, 310066, 524264, 90216, 377707, 597391, 211691, 61113, 543717]"
426242,0.0,0,Where is Anne Frank?,"[16, 36]","The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam and embarks on a journey to find Anne, who she believes is still alive, in today's Europe. While the young girl is shocked by the modern world, she also comes across Anne's legacy.",1.191,en,2020-09-01,"[55968, 8675, 3984, 3144, 17931, 790]",,tt3454424,0,,[]
428947,0.0,0,Q,"[18, 53]","As Jaxs and Kai fight to eradicate the world monetary system, Q the creators of the world monetary system begin to wage war on each other and the ultimate battle for control of the momentary system between the Q factions and the people of the New Americas erupts into one of the most strategic economic warfare’s known to mankind.",2.79,en,2020-10-12,[75849],,,0,Money Never Dies,"[13448, 2503, 3580, 75656, 567733, 3090, 8834, 2275, 399055, 7345, 201088, 399035, 117251, 9772, 225574, 72559, 473033, 9798, 1995, 11324, 314365, 11324, 75780, 1995, 406990, 15, 12201, 275, 752, 14869, 1369, 11645, 274855, 591, 10200, 36557, 398181, 582, 820, 9631, 9008, 290250, 3933, 514999, 4638, 3989, 9016, 101299, 17654, 269149, 136400, 177677, 391, 68, 13183, 301355, 21575, 2112, 9268, 10141, 2019, 4723, 13809, 9550, 860, 137094, 435, 11644, 14696, 452507, 10518, 3682, 9350, 617, 11443, 6312, 136797, 12123, 10337, 83899, 17979, 1620, 9040, 44639, 16995, 55, 7972, 9331, 11931, 11027, 157845, 385360, 245703, 334524, 2786, 11841, 104, 13188, 1777, 66]"
429422,5.5,28,Capone,"[80, 18]","The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",70.868,en,2020-05-12,"[13240, 59, 104213, 53152, 2253]",,tt6199572,20600000,We all pay for our crimes in the end.,"[332283, 769, 1955, 363676, 487558, 451915, 266856, 3558, 10161, 276907, 228970, 448776, 36834, 423899, 1883, 576071, 28110, 468224, 318846, 418879, 205775, 528888, 462, 76203, 504608, 418879, 324786, 399121, 514921, 423, 48231, 316029, 389015, 277216, 369972, 640, 424, 445629, 411728, 457799, 506528, 501395, 525661, 281957, 334543, 399404, 552178, 446354, 424694, 152532, 478820, 396371, 72976, 285783, 152792, 88794, 467952, 425336, 29592, 401847, 427214, 11969, 300671, 274479, 11202, 489928, 10400, 783, 369192, 14061, 140823, 339380, 443009, 319888, 339103, 397538, 1646, 321697, 10474, 381284, 96724, 193756, 253412, 891, 1578, 68718, 446791, 606856, 585244, 353326, 416144, 616, 458131, 117, 457136, 4982, 2133, 296524, 2567, 96721]"
431976,0.0,0,Vanished,[28],"""A former marine, Logan Walker (Villagomez), tries to unravel the mystery behind his parents death when he teams up with a CIA agent, Natasha Grace (Caldera), who decrypts a file that had confidential information that reveals the existence of a secret government organization that plans to take over the world by brainwashing everyone through social media, politics and religion. Believing that this organization was responsible for Walker's parents and Grace's partner's death, the two risks their lives to go on this journey to expose the organization and to stop the villains before they are caught and killed.""",0.751,en,2020-12-06,"[84897, 84898, 84899]",,tt3817822,0,when uncovering the truth ..is only the beginning.,[]
435161,0.0,0,Dhruva Natchathiram,"[80, 53, 28]","Dhruva Natchathiram  is an upcoming Tamil-language Indian spy thriller film produced, written and directed by Gautham Menon. Featuring Vikram in the lead role, the film began production in January 2017.",1.697,ta,2020-06-26,"[96714, 80517]",,,0,,"[954, 646, 27576, 56288, 47971, 213, 206647, 660, 708, 37724, 207703, 9486, 49040, 956, 37834, 681, 691, 955, 302699, 36669, 302699, 657, 253, 36669, 668, 540, 467952, 520720, 49517, 1656, 238713, 343668, 297761, 303, 497698, 2503, 377897, 9461, 861, 458897, 64635, 497698, 27205, 9471, 56292, 177677, 353081, 458897, 682, 36670, 714, 592834, 431693, 19585, 2502, 296098, 466622, 369885, 370172, 699, 1535, 667, 203801, 12113, 454992, 49021, 9008, 9255, 9342, 49797, 93456, 28, 289, 463272, 818, 58233, 4723, 817, 8764, 9488, 9595, 8202, 10054, 8697, 267193, 10336, 1654, 2575, 8427, 9331, 1647, 10771, 50456, 3132, 31442, 10923, 961, 10133, 26715, 41387]"
435615,6.2,5,Possessor,"[53, 878, 27]","A thriller about an agent who works for a secretive organization that uses brain-implant technology to enable its operatives to inhabit other people's bodies, ultimately driving them to carry out assassinations for high-paying clients.",9.003,en,2020-01-25,"[164, 16853, 119056]",,tt5918982,0,assassination of the mind,[]
436786,0.0,0,Clapboard Jungle: Surviving the Independent Film Business,[99],A survival guide for the modern independent filmmaker.,1.96,en,2020-03-26,[],http://www.clapboardjungle.com,tt4284084,0,,[]
437193,6.8,6,A Serial Killer's Guide to Life,"[35, 80, 53]","Louise Farnt is obsessed with the world of self-help. And when she meets the not necessarily sane guru wannabe Val Stone, a murderous spree begins.",2.912,en,2020-01-13,[127957],http://www.aserialkillersguidetolife.com,tt7310440,0,Unleash the inner you.,[]
437518,0.0,0,Friend of the World,"[35, 18, 27, 878, 53, 10752]","After a catastrophic war, an eccentric general guides a filmmaker through a ravaged bunker.",2.208,en,2020-12-31,[112645],,tt6074542,0,You have been saved. This does not mean you are safe.,"[72190, 82654, 6479, 287424, 19908, 294254, 701369, 13648, 461928, 336843, 649553, 747, 110415, 9659, 22970, 333371, 295011, 534, 12244, 119450, 131631, 63, 198663, 274855, 38321, 280, 871, 74, 8810, 20504, 11683, 346651, 1992, 107985, 68726, 9482, 448095, 428078, 76341, 49049, 14161, 109414, 375366, 485415, 316154, 401544, 587424, 58431, 429471, 20766, 338676, 133121, 1705, 892, 18462, 505948, 11234, 1576, 13600, 8408, 5491, 84226, 215830, 10803, 11309, 193687, 10176, 4917, 1577, 9278, 64720, 198287, 32053, 9017, 23963, 310135, 457955, 11662, 434873, 177221, 4928, 19673, 106845, 296523, 384450, 410126, 15785, 86820, 74471, 19877, 390582, 278706, 343173, 100183, 290999, 199575, 22572, 21512, 73262, 241829]"
438396,0.0,0,Orígenes secretos,"[80, 14, 35]","Heroes do not exist. David, a young policeman who has recently moved to Madrid, is forced to collaborate with Jorge Elías - an endearing freak and owner of a comic book shop - in order to solve a series of atrocious murders that recreate the secret origins of the classic superheroes. Each grotesque murder is a piece of a jigsaw puzzle that has the streets of Madrid as a backdrop, but whose complete image they are unable to distinguish. Jorge's encyclopedic knowledge about the comic world and the unexpected discovery of David's dark past will be fundamental in helping them solve the enigma hidden behind the awful crimes. The clues will guide them through the Spanish capital,",1.117,es,2020-06-19,[27991],,tt5827790,0,,"[691906, 228165, 32930, 703, 19995, 528888, 620725, 382748, 656563, 270946, 466282, 37056, 277547, 37247, 76492, 11976, 699198, 393624, 5966, 339403, 812, 543540, 302688, 50620, 49013, 597219, 565426, 624808, 420817, 23483, 62206, 20856, 11104, 179826, 54054, 11836, 427045, 1911, 770, 585244, 213, 216015, 585244, 228205, 372058, 72570, 10229, 289, 21575, 51828, 35690, 444705, 416477, 625450, 10719, 2210, 11072, 10760, 44125, 40096, 20943, 10337, 606243, 226, 22971, 686142, 16048, 947, 286192, 489929, 16290, 79934, 38322, 18377, 209419, 12177, 14564, 9267, 20829, 9824, 4599, 14444, 15648, 465914, 4543, 529531, 23802, 325346, 624932, 10303, 1653, 3114, 394741, 435126, 58496, 293299, 1939, 7347, 24438, 340485]"
438631,0.0,0,Dune,"[28, 12, 878, 18]","A mythic and emotionally charged hero's journey, ""Dune"" tells the story of Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, who must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence - a commodity capable of unlocking humanity's greatest potential - only those who can conquer their fear will survive.",14.295,en,2020-12-17,"[923, 174, 120830]",,tt1160419,0,,"[281957, 400090, 6038, 80274, 101299, 131631, 336843, 841, 11121, 428078, 357096, 133805, 345887, 479, 241554, 500664, 2048, 9016, 262500, 157350, 262504, 34584, 333339, 286217, 70160, 616, 44826, 75780, 956, 8619, 131634, 294254, 49529, 101, 198663, 14869, 1369, 274855, 2486, 299687, 581, 46529, 667, 122, 481848, 11835, 49021, 123553, 55846, 11864, 445954, 6312, 227156, 7980, 182560, 11713, 445651, 2275, 74997, 9453, 68718, 68737, 283378, 181283, 630, 96724, 203739, 61979, 311, 769, 245891, 448095, 286565, 260346, 9880, 8966, 169917, 399121, 674, 207932, 15472, 9880, 502416, 399121, 334517, 33, 207932, 342470, 562, 556678, 467938, 2268, 454983, 671, 560204, 10140, 2454, 238636, 50619, 675]"
440361,0.0,0,Misunderstanding,"[18, 10749]","Two young people are in innocent love. Love, and harmony. In this idyllic story, third person get involved. Seeking for piece of love. It would be a an everyday love drama, but if the two lovers are Serb and Albanian in the divided city, and the spokeswoman of KFOR wants Serbian, things really can get out of control. Stories of illicit love affairs have become part of folklore, but what happens when love causes the war? And when he starts, a war is nothing but a carnival of the hate.",0.84,sr,2020-12-01,[116215],,tt2200060,0,,[]
441130,0.0,0,Wolfwalkers,"[12, 16, 18]","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",3.678,en,2020-10-01,"[23948, 14801]",,tt5198068,0,,"[3933, 812, 9479, 326359, 10882, 10315, 10999, 10693, 422803, 67308, 10144, 76122, 11544, 170687, 1427, 127380, 41513, 14175, 460793, 638507, 377897, 14836, 11970, 150540, 10555, 62177, 9016, 527729, 313297, 14160, 270946, 533, 9023, 62211, 109445, 10193, 11886, 38757, 920, 49013, 37135, 10895, 38757, 920, 49013, 11360, 12092, 12230, 260513, 486589, 62206, 20856, 15016, 228165, 10494, 531, 15854, 427045, 5966, 302688, 23483, 399174, 530, 16690, 10539, 77887, 4523, 227156, 73456, 16306, 9610, 487670, 333667, 179826, 286192, 309809, 24238, 77931, 10567, 4977, 72197, 528491, 11072, 2898, 13354, 381693, 13060, 458253, 77174, 399106, 140823, 12105, 16577, 7450, 16290, 9824, 14444, 13382, 38322, 12177]"
441316,5.0,2,Gold Dust,"[35, 12]","Along the Mexico border, two friends search for a ghost ship rumored to be buried in the desert sand. In the same area, drug lords employ children; the duo must decide between going after the ship or saving a young girl held captive.",6.129,en,2020-04-07,[86466],https://www.oculi.com/golddust,tt5588938,0,Adventure: The desert is rife with it,"[44564, 89, 50544, 217, 85, 17578, 87, 2059, 6637, 468, 9838, 9326, 18885, 10303, 61979, 1996, 200727, 38365, 277547, 77338, 277547, 38365, 77338, 7350, 1995, 585, 13, 397422, 862, 72105, 19913, 12227, 438590, 10991, 1267, 41630, 376660, 9392, 28178, 68718, 23168, 489, 62211, 49022, 888, 13523, 193893, 203739, 188222, 239563, 747, 252838, 11210, 703, 338970, 89185, 665, 391713, 13374, 521777, 427900, 9982, 490132, 49524, 137106, 81188, 49051, 9738, 564, 374609, 10191, 100042, 64688, 10473, 340270, 76492, 333339, 99, 509, 114, 8916, 412117, 49051, 166426, 12244, 594, 114, 810, 35, 9732, 673, 128, 671397, 364689, 18, 10009, 920, 11430, 27022, 82703]"
